state,district,year,Kharif (June-October),Rabi (October-March),Zaid (March-June),Year Avg-Rainfall
Gujarat,PATAN,2008,,,,
Gujarat,PATAN,2009,,,,
Gujarat,PATAN,2010,,,,
Gujarat,PATAN,2011,,,,
Gujarat,PATAN,2012,,,,
Gujarat,PORBANDAR,2003,,,,
Gujarat,PORBANDAR,2004,,,,
Gujarat,PORBANDAR,2005,,,,
Gujarat,PORBANDAR,2006,,,,
Gujarat,PORBANDAR,2007,,,,
Gujarat,PORBANDAR,2008,,,,
Gujarat,PORBANDAR,2009,,,,
Gujarat,PORBANDAR,2010,,,,
Gujarat,PORBANDAR,2011,,,,
Gujarat,PORBANDAR,2012,,,,
Gujarat,RAJKOT,1997,,,,
Gujarat,RAJKOT,1998,,,,
Gujarat,RAJKOT,1999,,,,
Gujarat,RAJKOT,2000,,,,
Gujarat,RAJKOT,2001,,,,
Gujarat,RAJKOT,2002,,,,
Gujarat,RAJKOT,2003,,,,
Gujarat,RAJKOT,2004,,,,
Gujarat,RAJKOT,2005,,,,
Gujarat,RAJKOT,2006,,,,
Gujarat,RAJKOT,2007,,,,
Gujarat,RAJKOT,2008,,,,
Gujarat,RAJKOT,2009,,,,
Gujarat,RAJKOT,2010,,,,
Gujarat,RAJKOT,2011,,,,
Gujarat,RAJKOT,2012,,,,
Gujarat,SABAR KANTHA,1997,,,,
Gujarat,SABAR KANTHA,1998,,,,
Gujarat,SABAR KANTHA,1999,,,,
Gujarat,SABAR KANTHA,2000,,,,
Gujarat,SABAR KANTHA,2001,,,,
Gujarat,SABAR KANTHA,2002,,,,
Gujarat,SABAR KANTHA,2003,,,,
Gujarat,SABAR KANTHA,2004,,,,
Gujarat,SABAR KANTHA,2005,,,,
Gujarat,SABAR KANTHA,2006,,,,
Gujarat,SABAR KANTHA,2007,,,,
Gujarat,SABAR KANTHA,2008,,,,
Gujarat,SABAR KANTHA,2009,,,,
Gujarat,SABAR KANTHA,2010,,,,
Gujarat,SABAR KANTHA,2011,,,,
Gujarat,SABAR KANTHA,2012,,,,
Gujarat,SURAT,1997,,,,
Gujarat,SURAT,1998,,,,
Gujarat,SURAT,1999,,,,
Gujarat,SURAT,2000,,,,
Gujarat,SURAT,2001,,,,
Gujarat,SURAT,2002,,,,
Gujarat,SURAT,2003,,,,
Gujarat,SURAT,2004,,,,
Gujarat,SURAT,2005,,,,
Gujarat,SURAT,2006,,,,
Gujarat,SURAT,2007,,,,
Gujarat,SURAT,2008,,,,
Gujarat,SURAT,2009,,,,
Gujarat,SURAT,2010,,,,
Gujarat,SURAT,2011,,,,
Gujarat,SURAT,2012,,,,
Gujarat,SURENDRANAGAR,1997,,,,
Gujarat,SURENDRANAGAR,1998,,,,
Gujarat,SURENDRANAGAR,1999,,,,
Gujarat,SURENDRANAGAR,2000,,,,
Gujarat,SURENDRANAGAR,2001,,,,
Gujarat,SURENDRANAGAR,2002,,,,
Gujarat,SURENDRANAGAR,2003,,,,
Gujarat,SURENDRANAGAR,2004,,,,
Gujarat,SURENDRANAGAR,2005,,,,
Gujarat,SURENDRANAGAR,2006,,,,
Gujarat,SURENDRANAGAR,2007,,,,
Gujarat,SURENDRANAGAR,2008,,,,
Gujarat,SURENDRANAGAR,2009,,,,
Gujarat,SURENDRANAGAR,2010,,,,
Gujarat,SURENDRANAGAR,2011,,,,
Gujarat,SURENDRANAGAR,2012,,,,
Gujarat,TAPI,2008,,,,
Gujarat,TAPI,2009,,,,
Gujarat,TAPI,2010,,,,
Gujarat,TAPI,2011,,,,
Gujarat,TAPI,2012,,,,
Gujarat,VADODARA,1997,,,,
Gujarat,VADODARA,1998,,,,
Gujarat,VADODARA,1999,,,,
Gujarat,VADODARA,2000,,,,
Gujarat,VADODARA,2001,,,,
Gujarat,VADODARA,2002,,,,
Gujarat,VADODARA,2003,,,,
Gujarat,VADODARA,2004,,,,
Gujarat,VADODARA,2005,,,,
Gujarat,VADODARA,2006,,,,
Gujarat,VADODARA,2007,,,,
Gujarat,VADODARA,2008,,,,
Gujarat,VADODARA,2009,,,,
Gujarat,VADODARA,2010,,,,
Gujarat,VADODARA,2011,,,,
Gujarat,VADODARA,2012,,,,
Gujarat,VALSAD,1997,,,,
Gujarat,VALSAD,1998,,,,
Gujarat,VALSAD,1999,,,,
Gujarat,VALSAD,2000,,,,
Gujarat,VALSAD,2001,,,,
Gujarat,VALSAD,2002,,,,
Gujarat,VALSAD,2003,,,,
Gujarat,VALSAD,2004,,,,
Gujarat,VALSAD,2005,,,,
Gujarat,VALSAD,2006,,,,
Gujarat,VALSAD,2007,,,,
Gujarat,VALSAD,2008,,,,
Gujarat,VALSAD,2009,,,,
Gujarat,VALSAD,2010,,,,
Gujarat,VALSAD,2011,,,,
Gujarat,VALSAD,2012,,,,
Haryana,AMBALA,1997,,,,
Haryana,AMBALA,1998,,,,
Haryana,AMBALA,1999,,,,
Haryana,AMBALA,2000,,,,
Haryana,AMBALA,2001,,,,
Haryana,AMBALA,2002,,,,
Haryana,AMBALA,2003,,,,
Haryana,AMBALA,2004,,,,
Haryana,AMBALA,2005,,,,
Haryana,AMBALA,2006,,,,
Haryana,AMBALA,2007,,,,
Haryana,AMBALA,2008,,,,
Haryana,AMBALA,2009,,,,
Haryana,AMBALA,2010,,,,
Haryana,AMBALA,2011,,,,
Haryana,AMBALA,2012,,,,
Haryana,BHIWANI,1997,,,,
Haryana,BHIWANI,1998,,,,
Haryana,BHIWANI,1999,,,,
Haryana,BHIWANI,2000,,,,
Haryana,BHIWANI,2001,,,,
Haryana,BHIWANI,2002,,,,
Haryana,BHIWANI,2003,,,,
Haryana,BHIWANI,2004,,,,
Haryana,BHIWANI,2005,,,,
Haryana,BHIWANI,2006,,,,
Haryana,BHIWANI,2007,,,,
Haryana,BHIWANI,2008,,,,
Haryana,BHIWANI,2009,,,,
Haryana,BHIWANI,2010,,,,
Haryana,BHIWANI,2011,,,,
Haryana,BHIWANI,2012,,,,
Haryana,FARIDABAD,1997,,,,
Haryana,FARIDABAD,1998,,,,
Haryana,FARIDABAD,1999,,,,
Haryana,FARIDABAD,2000,,,,
Haryana,FARIDABAD,2001,,,,
Haryana,FARIDABAD,2002,,,,
Haryana,FARIDABAD,2003,,,,
Haryana,FARIDABAD,2004,,,,
Haryana,FARIDABAD,2005,,,,
Haryana,FARIDABAD,2006,,,,
Haryana,FARIDABAD,2007,,,,
Haryana,FARIDABAD,2008,,,,
Haryana,FARIDABAD,2009,,,,
Haryana,FARIDABAD,2010,,,,
Haryana,FARIDABAD,2011,,,,
Haryana,FARIDABAD,2012,,,,
Haryana,FATEHABAD,1997,,,,
Haryana,FATEHABAD,1998,,,,
Haryana,FATEHABAD,1999,,,,
Haryana,FATEHABAD,2000,,,,
Haryana,FATEHABAD,2001,,,,
Haryana,FATEHABAD,2002,,,,
Haryana,FATEHABAD,2003,,,,
Haryana,FATEHABAD,2004,,,,
Haryana,FATEHABAD,2005,,,,
Haryana,FATEHABAD,2006,,,,
Haryana,FATEHABAD,2007,,,,
Haryana,FATEHABAD,2008,,,,
Haryana,FATEHABAD,2009,,,,
Haryana,FATEHABAD,2010,,,,
Haryana,FATEHABAD,2011,,,,
Haryana,FATEHABAD,2012,,,,
Haryana,GURGAON,1997,,,,
Haryana,GURGAON,1998,,,,
Haryana,GURGAON,1999,,,,
Haryana,GURGAON,2000,,,,
Haryana,GURGAON,2001,,,,
Haryana,GURGAON,2002,,,,
Haryana,GURGAON,2003,,,,
Haryana,GURGAON,2004,,,,
Haryana,GURGAON,2005,,,,
Haryana,GURGAON,2006,,,,
Haryana,GURGAON,2007,,,,
Haryana,GURGAON,2008,,,,
Haryana,GURGAON,2009,,,,
Haryana,GURGAON,2010,,,,
Haryana,GURGAON,2011,,,,
Haryana,GURGAON,2012,,,,
Haryana,HISAR,1997,,,,
Haryana,HISAR,1998,,,,
Haryana,HISAR,1999,,,,
Haryana,HISAR,2000,,,,
Haryana,HISAR,2001,,,,
Haryana,HISAR,2002,,,,
Haryana,HISAR,2003,,,,
Haryana,HISAR,2004,,,,
Haryana,HISAR,2005,,,,
Haryana,HISAR,2006,,,,
Haryana,HISAR,2007,,,,
Haryana,HISAR,2008,,,,
Haryana,HISAR,2009,,,,
Haryana,HISAR,2010,,,,
Haryana,HISAR,2011,,,,
Haryana,HISAR,2012,,,,
Haryana,JHAJJAR,1997,,,,
Haryana,JHAJJAR,1998,,,,
Haryana,JHAJJAR,1999,,,,
Haryana,JHAJJAR,2000,,,,
Haryana,JHAJJAR,2001,,,,
Haryana,JHAJJAR,2002,,,,
Haryana,JHAJJAR,2003,,,,
Haryana,JHAJJAR,2004,,,,
Haryana,JHAJJAR,2005,,,,
Haryana,JHAJJAR,2006,,,,
Haryana,JHAJJAR,2007,,,,
Haryana,JHAJJAR,2008,,,,
Haryana,JHAJJAR,2009,,,,
Haryana,JHAJJAR,2010,,,,
Haryana,JHAJJAR,2011,,,,
Haryana,JHAJJAR,2012,,,,
Haryana,JIND,1997,,,,
Haryana,JIND,1998,,,,
Haryana,JIND,1999,,,,
Haryana,JIND,2000,,,,
Haryana,JIND,2001,,,,
Haryana,JIND,2002,,,,
Haryana,JIND,2003,,,,
Haryana,JIND,2004,,,,
Haryana,JIND,2005,,,,
Haryana,JIND,2006,,,,
Haryana,JIND,2007,,,,
Haryana,JIND,2008,,,,
Haryana,JIND,2009,,,,
Haryana,JIND,2010,,,,
Haryana,JIND,2011,,,,
Haryana,JIND,2012,,,,
Haryana,KAITHAL,1997,,,,
Haryana,KAITHAL,1998,,,,
Haryana,KAITHAL,1999,,,,
Haryana,KAITHAL,2000,,,,
Haryana,KAITHAL,2001,,,,
Haryana,KAITHAL,2002,,,,
Haryana,KAITHAL,2003,,,,
Haryana,KAITHAL,2004,,,,
Haryana,KAITHAL,2005,,,,
Haryana,KAITHAL,2006,,,,
Haryana,KAITHAL,2007,,,,
Haryana,KAITHAL,2008,,,,
Haryana,KAITHAL,2009,,,,
Haryana,KAITHAL,2010,,,,
Haryana,KAITHAL,2011,,,,
Haryana,KAITHAL,2012,,,,
Haryana,KARNAL,1997,,,,
Haryana,KARNAL,1998,,,,
Haryana,KARNAL,1999,,,,
Haryana,KARNAL,2000,,,,
Haryana,KARNAL,2001,,,,
Haryana,KARNAL,2002,,,,
Haryana,KARNAL,2003,,,,
Haryana,KARNAL,2004,,,,
Haryana,KARNAL,2005,,,,
Haryana,KARNAL,2006,,,,
Haryana,KARNAL,2007,,,,
Haryana,KARNAL,2008,,,,
Haryana,KARNAL,2009,,,,
Haryana,KARNAL,2010,,,,
Haryana,KARNAL,2011,,,,
Haryana,KARNAL,2012,,,,
Haryana,KURUKSHETRA,1997,,,,
Haryana,KURUKSHETRA,1998,,,,
Haryana,KURUKSHETRA,1999,,,,
Haryana,KURUKSHETRA,2000,,,,
Haryana,KURUKSHETRA,2001,,,,
Haryana,KURUKSHETRA,2002,,,,
Haryana,KURUKSHETRA,2003,,,,
Haryana,KURUKSHETRA,2004,,,,
Haryana,KURUKSHETRA,2005,,,,
Haryana,KURUKSHETRA,2006,,,,
Haryana,KURUKSHETRA,2007,,,,
Haryana,KURUKSHETRA,2008,,,,
Haryana,KURUKSHETRA,2009,,,,
Haryana,KURUKSHETRA,2010,,,,
Haryana,KURUKSHETRA,2011,,,,
Haryana,KURUKSHETRA,2012,,,,
Haryana,MAHENDRAGARH,1997,,,,
Haryana,MAHENDRAGARH,1998,,,,
Haryana,MAHENDRAGARH,1999,,,,
Haryana,MAHENDRAGARH,2000,,,,
Haryana,MAHENDRAGARH,2001,,,,
Haryana,MAHENDRAGARH,2002,,,,
Haryana,MAHENDRAGARH,2003,,,,
Haryana,MAHENDRAGARH,2004,,,,
Haryana,MAHENDRAGARH,2005,,,,
Haryana,MAHENDRAGARH,2006,,,,
Haryana,MAHENDRAGARH,2007,,,,
Haryana,MAHENDRAGARH,2008,,,,
Haryana,MAHENDRAGARH,2009,,,,
Haryana,MAHENDRAGARH,2010,,,,
Haryana,MAHENDRAGARH,2011,,,,
Haryana,MAHENDRAGARH,2012,,,,
Haryana,MEWAT,2005,,,,
Haryana,MEWAT,2006,,,,
Haryana,MEWAT,2007,,,,
Haryana,MEWAT,2008,,,,
Haryana,MEWAT,2009,,,,
Haryana,MEWAT,2010,,,,
Haryana,MEWAT,2011,,,,
Haryana,MEWAT,2012,,,,
Haryana,PALWAL,2008,,,,
Haryana,PALWAL,2009,,,,
Haryana,PALWAL,2010,,,,
Haryana,PALWAL,2011,,,,
Haryana,PALWAL,2012,,,,
Haryana,PANCHKULA,1997,,,,
Haryana,PANCHKULA,1998,,,,
Haryana,PANCHKULA,1999,,,,
Haryana,PANCHKULA,2000,,,,
Haryana,PANCHKULA,2001,,,,
Haryana,PANCHKULA,2002,,,,
Haryana,PANCHKULA,2003,,,,
Haryana,PANCHKULA,2004,,,,
Haryana,PANCHKULA,2005,,,,
Haryana,PANCHKULA,2006,,,,
Haryana,PANCHKULA,2007,,,,
Haryana,PANCHKULA,2008,,,,
Haryana,PANCHKULA,2009,,,,
Haryana,PANCHKULA,2010,,,,
Haryana,PANCHKULA,2011,,,,
Haryana,PANCHKULA,2012,,,,
Haryana,PANIPAT,1997,,,,
Haryana,PANIPAT,1998,,,,
Haryana,PANIPAT,1999,,,,
Haryana,PANIPAT,2000,,,,
Haryana,PANIPAT,2001,,,,
Haryana,PANIPAT,2002,,,,
Haryana,PANIPAT,2003,,,,
Haryana,PANIPAT,2004,,,,
Haryana,PANIPAT,2005,,,,
Haryana,PANIPAT,2006,,,,
Haryana,PANIPAT,2007,,,,
Haryana,PANIPAT,2008,,,,
Haryana,PANIPAT,2009,,,,
Haryana,PANIPAT,2010,,,,
Haryana,PANIPAT,2011,,,,
Haryana,PANIPAT,2012,,,,
Haryana,REWARI,1997,,,,
Haryana,REWARI,1998,,,,
Haryana,REWARI,1999,,,,
Haryana,REWARI,2000,,,,
Haryana,REWARI,2001,,,,
Haryana,REWARI,2002,,,,
Haryana,REWARI,2003,,,,
Haryana,REWARI,2004,,,,
Haryana,REWARI,2005,,,,
Haryana,REWARI,2006,,,,
Haryana,REWARI,2007,,,,
Haryana,REWARI,2008,,,,
Haryana,REWARI,2009,,,,
Haryana,REWARI,2010,,,,
Haryana,REWARI,2011,,,,
Haryana,REWARI,2012,,,,
Haryana,ROHTAK,1997,,,,
Haryana,ROHTAK,1998,,,,
Haryana,ROHTAK,1999,,,,
Haryana,ROHTAK,2000,,,,
Haryana,ROHTAK,2001,,,,
Haryana,ROHTAK,2002,,,,
Haryana,ROHTAK,2003,,,,
Haryana,ROHTAK,2004,,,,
Haryana,ROHTAK,2005,,,,
Haryana,ROHTAK,2006,,,,
Haryana,ROHTAK,2007,,,,
Haryana,ROHTAK,2008,,,,
Haryana,ROHTAK,2009,,,,
Haryana,ROHTAK,2010,,,,
Haryana,ROHTAK,2011,,,,
Haryana,ROHTAK,2012,,,,
Haryana,SIRSA,1997,,,,
Haryana,SIRSA,1998,,,,
Haryana,SIRSA,1999,,,,
Haryana,SIRSA,2000,,,,
Haryana,SIRSA,2001,,,,
Haryana,SIRSA,2002,,,,
Haryana,SIRSA,2003,,,,
Haryana,SIRSA,2004,,,,
Haryana,SIRSA,2005,,,,
Haryana,SIRSA,2006,,,,
Haryana,SIRSA,2007,,,,
Haryana,SIRSA,2008,,,,
Haryana,SIRSA,2009,,,,
Haryana,SIRSA,2010,,,,
Haryana,SIRSA,2011,,,,
Haryana,SIRSA,2012,,,,
Haryana,SONIPAT,1997,,,,
Haryana,SONIPAT,1998,,,,
Haryana,SONIPAT,1999,,,,
Haryana,SONIPAT,2000,,,,
Haryana,SONIPAT,2001,,,,
Haryana,SONIPAT,2002,,,,
Haryana,SONIPAT,2003,,,,
Haryana,SONIPAT,2004,,,,
Haryana,SONIPAT,2005,,,,
Haryana,SONIPAT,2006,,,,
Haryana,SONIPAT,2007,,,,
Haryana,SONIPAT,2008,,,,
Haryana,SONIPAT,2009,,,,
Haryana,SONIPAT,2010,,,,
Haryana,SONIPAT,2011,,,,
Haryana,SONIPAT,2012,,,,
Haryana,YAMUNANAGAR,1997,,,,
Haryana,YAMUNANAGAR,1998,,,,
Haryana,YAMUNANAGAR,1999,,,,
Haryana,YAMUNANAGAR,2000,,,,
Haryana,YAMUNANAGAR,2001,,,,
Haryana,YAMUNANAGAR,2002,,,,
Haryana,YAMUNANAGAR,2003,,,,
Haryana,YAMUNANAGAR,2004,,,,
Haryana,YAMUNANAGAR,2005,,,,
Haryana,YAMUNANAGAR,2006,,,,
Haryana,YAMUNANAGAR,2007,,,,
Haryana,YAMUNANAGAR,2008,,,,
Haryana,YAMUNANAGAR,2009,,,,
Haryana,YAMUNANAGAR,2010,,,,
Haryana,YAMUNANAGAR,2011,,,,
Haryana,YAMUNANAGAR,2012,,,,
Himachal Pradesh,BILASPUR,1998,194.74,69.06666667,101.125,1381.6
Himachal Pradesh,BILASPUR,1999,162.24,39.11666667,60.875,1144.9
Himachal Pradesh,BILASPUR,2000,127.98,53.78333333,92.9,1068.4
Himachal Pradesh,BILASPUR,2001,125.5,39.18333333,98.45,991.8
Himachal Pradesh,BILASPUR,2002,98.96,58.81666667,86,990.4
Himachal Pradesh,BILASPUR,2003,122.72,55.38333333,65.8,1034.5
Himachal Pradesh,BILASPUR,2004,114.44,49.75,48.575,878.5
Himachal Pradesh,BILASPUR,2005,128.42,86.76666667,70.875,1248.5
Himachal Pradesh,BILASPUR,2006,149.92,62.26666667,88.7,1218.4
Himachal Pradesh,BILASPUR,2007,129.92,59.1,95.4,1034.5
Himachal Pradesh,BILASPUR,2008,156.68,46.25,70.225,1114.2
Himachal Pradesh,BILASPUR,2010,176.32,44.43333333,73.825,1259.4
Himachal Pradesh,CHAMBA,1998,194.74,69.06666667,101.125,1381.6
Himachal Pradesh,CHAMBA,1999,162.24,39.11666667,60.875,1144.9
Himachal Pradesh,CHAMBA,2000,127.98,53.78333333,92.9,1068.4
Himachal Pradesh,CHAMBA,2001,125.5,39.18333333,98.45,991.8
Himachal Pradesh,CHAMBA,2002,98.96,58.81666667,86,990.4
Himachal Pradesh,CHAMBA,2003,122.72,55.38333333,65.8,1034.5
Himachal Pradesh,CHAMBA,2004,114.44,49.75,48.575,878.5
Himachal Pradesh,CHAMBA,2005,128.42,86.76666667,70.875,1248.5
Himachal Pradesh,CHAMBA,2006,149.92,62.26666667,88.7,1218.4
Himachal Pradesh,CHAMBA,2007,129.92,59.1,95.4,1034.5
Himachal Pradesh,CHAMBA,2008,156.68,46.25,70.225,1114.2
Himachal Pradesh,CHAMBA,2010,176.32,44.43333333,73.825,1259.4
Himachal Pradesh,HAMIRPUR,1998,194.74,69.06666667,101.125,1381.6
Himachal Pradesh,HAMIRPUR,1999,162.24,39.11666667,60.875,1144.9
Himachal Pradesh,HAMIRPUR,2000,127.98,53.78333333,92.9,1068.4
Himachal Pradesh,HAMIRPUR,2001,125.5,39.18333333,98.45,991.8
Himachal Pradesh,HAMIRPUR,2002,98.96,58.81666667,86,990.4
Himachal Pradesh,HAMIRPUR,2003,122.72,55.38333333,65.8,1034.5
Himachal Pradesh,HAMIRPUR,2004,114.44,49.75,48.575,878.5
Himachal Pradesh,HAMIRPUR,2005,128.42,86.76666667,70.875,1248.5
Himachal Pradesh,HAMIRPUR,2006,149.92,62.26666667,88.7,1218.4
Himachal Pradesh,HAMIRPUR,2007,129.92,59.1,95.4,1034.5
Himachal Pradesh,HAMIRPUR,2008,156.68,46.25,70.225,1114.2
Himachal Pradesh,HAMIRPUR,2010,176.32,44.43333333,73.825,1259.4
Himachal Pradesh,KANGRA,1998,194.74,69.06666667,101.125,1381.6
Himachal Pradesh,KANGRA,1999,162.24,39.11666667,60.875,1144.9
Himachal Pradesh,KANGRA,2000,127.98,53.78333333,92.9,1068.4
Himachal Pradesh,KANGRA,2001,125.5,39.18333333,98.45,991.8
Himachal Pradesh,KANGRA,2002,98.96,58.81666667,86,990.4
Himachal Pradesh,KANGRA,2003,122.72,55.38333333,65.8,1034.5
Himachal Pradesh,KANGRA,2004,114.44,49.75,48.575,878.5
Himachal Pradesh,KANGRA,2005,128.42,86.76666667,70.875,1248.5
Himachal Pradesh,KANGRA,2006,149.92,62.26666667,88.7,1218.4
Himachal Pradesh,KANGRA,2007,129.92,59.1,95.4,1034.5
Himachal Pradesh,KANGRA,2008,156.68,46.25,70.225,1114.2
Himachal Pradesh,KANGRA,2010,176.32,44.43333333,73.825,1259.4
Himachal Pradesh,KINNAUR,1998,194.74,69.06666667,101.125,1381.6
Himachal Pradesh,KINNAUR,1999,162.24,39.11666667,60.875,1144.9
Himachal Pradesh,KINNAUR,2000,127.98,53.78333333,92.9,1068.4
Himachal Pradesh,KINNAUR,2001,125.5,39.18333333,98.45,991.8
Himachal Pradesh,KINNAUR,2002,98.96,58.81666667,86,990.4
Himachal Pradesh,KINNAUR,2003,122.72,55.38333333,65.8,1034.5
Himachal Pradesh,KINNAUR,2004,114.44,49.75,48.575,878.5
Himachal Pradesh,KINNAUR,2005,128.42,86.76666667,70.875,1248.5
Himachal Pradesh,KINNAUR,2006,149.92,62.26666667,88.7,1218.4
Himachal Pradesh,KINNAUR,2007,129.92,59.1,95.4,1034.5
Himachal Pradesh,KINNAUR,2008,156.68,46.25,70.225,1114.2
Himachal Pradesh,KINNAUR,2010,176.32,44.43333333,73.825,1259.4
Himachal Pradesh,KULLU,1998,194.74,69.06666667,101.125,1381.6
Himachal Pradesh,KULLU,1999,162.24,39.11666667,60.875,1144.9
Himachal Pradesh,KULLU,2000,127.98,53.78333333,92.9,1068.4
Himachal Pradesh,KULLU,2001,125.5,39.18333333,98.45,991.8
Himachal Pradesh,KULLU,2002,98.96,58.81666667,86,990.4
Himachal Pradesh,KULLU,2003,122.72,55.38333333,65.8,1034.5
Himachal Pradesh,KULLU,2004,114.44,49.75,48.575,878.5
Himachal Pradesh,KULLU,2005,128.42,86.76666667,70.875,1248.5
Himachal Pradesh,KULLU,2006,149.92,62.26666667,88.7,1218.4
Himachal Pradesh,KULLU,2007,129.92,59.1,95.4,1034.5
Himachal Pradesh,KULLU,2008,156.68,46.25,70.225,1114.2
Himachal Pradesh,KULLU,2010,176.32,44.43333333,73.825,1259.4
Himachal Pradesh,LAHUL AND SPITI,1998,194.74,69.06666667,101.125,1381.6
Himachal Pradesh,LAHUL AND SPITI,1999,162.24,39.11666667,60.875,1144.9
Himachal Pradesh,LAHUL AND SPITI,2000,127.98,53.78333333,92.9,1068.4
Himachal Pradesh,LAHUL AND SPITI,2001,125.5,39.18333333,98.45,991.8
Himachal Pradesh,LAHUL AND SPITI,2002,98.96,58.81666667,86,990.4
Himachal Pradesh,LAHUL AND SPITI,2003,122.72,55.38333333,65.8,1034.5
Himachal Pradesh,LAHUL AND SPITI,2004,114.44,49.75,48.575,878.5
Himachal Pradesh,LAHUL AND SPITI,2005,128.42,86.76666667,70.875,1248.5
Himachal Pradesh,LAHUL AND SPITI,2006,149.92,62.26666667,88.7,1218.4
Himachal Pradesh,LAHUL AND SPITI,2007,129.92,59.1,95.4,1034.5
Himachal Pradesh,LAHUL AND SPITI,2008,156.68,46.25,70.225,1114.2
Himachal Pradesh,LAHUL AND SPITI,2010,176.32,44.43333333,73.825,1259.4
Himachal Pradesh,MANDI,1998,194.74,69.06666667,101.125,1381.6
Himachal Pradesh,MANDI,1999,162.24,39.11666667,60.875,1144.9
Himachal Pradesh,MANDI,2000,127.98,53.78333333,92.9,1068.4
Himachal Pradesh,MANDI,2001,125.5,39.18333333,98.45,991.8
Himachal Pradesh,MANDI,2002,98.96,58.81666667,86,990.4
Himachal Pradesh,MANDI,2003,122.72,55.38333333,65.8,1034.5
Himachal Pradesh,MANDI,2004,114.44,49.75,48.575,878.5
Himachal Pradesh,MANDI,2005,128.42,86.76666667,70.875,1248.5
Himachal Pradesh,MANDI,2006,149.92,62.26666667,88.7,1218.4
Himachal Pradesh,MANDI,2007,129.92,59.1,95.4,1034.5
Himachal Pradesh,MANDI,2008,156.68,46.25,70.225,1114.2
Himachal Pradesh,MANDI,2010,176.32,44.43333333,73.825,1259.4
Himachal Pradesh,SHIMLA,1998,194.74,69.06666667,101.125,1381.6
Himachal Pradesh,SHIMLA,1999,162.24,39.11666667,60.875,1144.9
Himachal Pradesh,SHIMLA,2000,127.98,53.78333333,92.9,1068.4
Himachal Pradesh,SHIMLA,2001,125.5,39.18333333,98.45,991.8
Himachal Pradesh,SHIMLA,2002,98.96,58.81666667,86,990.4
Himachal Pradesh,SHIMLA,2003,122.72,55.38333333,65.8,1034.5
Himachal Pradesh,SHIMLA,2004,114.44,49.75,48.575,878.5
Himachal Pradesh,SHIMLA,2005,128.42,86.76666667,70.875,1248.5
Himachal Pradesh,SHIMLA,2006,149.92,62.26666667,88.7,1218.4
Himachal Pradesh,SHIMLA,2007,129.92,59.1,95.4,1034.5
Himachal Pradesh,SHIMLA,2008,156.68,46.25,70.225,1114.2
Himachal Pradesh,SHIMLA,2010,176.32,44.43333333,73.825,1259.4
Himachal Pradesh,SIRMAUR,1998,194.74,69.06666667,101.125,1381.6
Himachal Pradesh,SIRMAUR,1999,162.24,39.11666667,60.875,1144.9
Himachal Pradesh,SIRMAUR,2000,127.98,53.78333333,92.9,1068.4
Himachal Pradesh,SIRMAUR,2001,125.5,39.18333333,98.45,991.8
Himachal Pradesh,SIRMAUR,2002,98.96,58.81666667,86,990.4
Himachal Pradesh,SIRMAUR,2003,122.72,55.38333333,65.8,1034.5
Himachal Pradesh,SIRMAUR,2004,114.44,49.75,48.575,878.5
Himachal Pradesh,SIRMAUR,2005,128.42,86.76666667,70.875,1248.5
Himachal Pradesh,SIRMAUR,2006,149.92,62.26666667,88.7,1218.4
Himachal Pradesh,SIRMAUR,2007,129.92,59.1,95.4,1034.5
Himachal Pradesh,SIRMAUR,2008,156.68,46.25,70.225,1114.2
Himachal Pradesh,SIRMAUR,2010,176.32,44.43333333,73.825,1259.4
Himachal Pradesh,SOLAN,1998,194.74,69.06666667,101.125,1381.6
Himachal Pradesh,SOLAN,1999,162.24,39.11666667,60.875,1144.9
Himachal Pradesh,SOLAN,2000,127.98,53.78333333,92.9,1068.4
Himachal Pradesh,SOLAN,2001,125.5,39.18333333,98.45,991.8
Himachal Pradesh,SOLAN,2002,98.96,58.81666667,86,990.4
Himachal Pradesh,SOLAN,2003,122.72,55.38333333,65.8,1034.5
Himachal Pradesh,SOLAN,2004,114.44,49.75,48.575,878.5
Himachal Pradesh,SOLAN,2005,128.42,86.76666667,70.875,1248.5
Himachal Pradesh,SOLAN,2006,149.92,62.26666667,88.7,1218.4
Himachal Pradesh,SOLAN,2007,129.92,59.1,95.4,1034.5
Himachal Pradesh,SOLAN,2008,156.68,46.25,70.225,1114.2
Himachal Pradesh,SOLAN,2010,176.32,44.43333333,73.825,1259.4
Himachal Pradesh,UNA,1998,194.74,69.06666667,101.125,1381.6
Himachal Pradesh,UNA,1999,162.24,39.11666667,60.875,1144.9
Himachal Pradesh,UNA,2000,127.98,53.78333333,92.9,1068.4
Himachal Pradesh,UNA,2001,125.5,39.18333333,98.45,991.8
Himachal Pradesh,UNA,2002,98.96,58.81666667,86,990.4
Himachal Pradesh,UNA,2003,122.72,55.38333333,65.8,1034.5
Himachal Pradesh,UNA,2004,114.44,49.75,48.575,878.5
Himachal Pradesh,UNA,2005,128.42,86.76666667,70.875,1248.5
Himachal Pradesh,UNA,2006,149.92,62.26666667,88.7,1218.4
Himachal Pradesh,UNA,2007,129.92,59.1,95.4,1034.5
Himachal Pradesh,UNA,2008,156.68,46.25,70.225,1114.2
Himachal Pradesh,UNA,2010,176.32,44.43333333,73.825,1259.4
Jammu And Kashmir,ANANTNAG,1997,126.14,84.81666667,119.725,1295.9
